,Unnamed: 0,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,year,genre,Adventure,Music,Western,Drama,Mystery,Romance,Comedy,Family,Musical,War,\N,Crime,Action,History,Thriller,Animation,Documentary,Fantasy,Biography,Horror,Sport,Film-Noir,Sci-Fi,News,Talk-Show,Adult,Reality-TV,Short,Game-Show,total,new_title
190,60094,tt0115435,movie,16060,16060,0,1995,\N,86,"Comedy,Drama",1995,"['Comedy', 'Drama']",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16060
256,68535,tt0137472,movie,Drama Urbano,Drama Urbano,0,1998,\N,\N,Crime,1998,['Crime'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,drama urbano
379,71832,tt0150796,movie,Guerra e Liberdade - Castro Alves em São Paulo,Guerra e Liberdade - Castro Alves em São Paulo,0,1998,\N,\N,"Drama,Romance",1998,"['Drama', 'Romance']",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,guerra e liberdade  castro alves em sao paulo
730,83462,tt0189441,movie,Contos de Lygia,Contos de Lygia,0,1998,\N,125,Drama,1998,['Drama'],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,contos de lygia
752,83583,tt0189856,movie,Olé: Um Movie Cabra da Peste,Olé: Um Movie Cabra da Peste,0,2000,\N,94,Comedy,2000,['Comedy'],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ole um movie cabra da peste
1167,90455,tt0212842,movie,Castro Alves - Retrato Falado do Poeta,Castro Alves - Retrato Falado do Poeta,0,1999,\N,75,Drama,1999,['Drama'],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,castro alves  retrato falado do poeta
1169,90514,tt0213057,movie,Lendas Amazônicas,Lendas Amazônicas,0,1998,\N,\N,"Documentary,Mystery",1998,"['Documentary', 'Mystery']",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,lendas amazonicas
1174,91400,tt0216729,movie,Odo Ya! Vida com Aids,Odo Ya! Vida com Aids,0,1997,\N,58,Documentary,1997,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,odo ya! vida com aids
1180,92604,tt0221667,movie,Two Billion Hearts,Two Billion Hearts,0,1995,\N,106,"Documentary,Sport",1995,"['Documentary', 'Sport']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,two billion hearts
1183,93279,tt0225399,movie,Cine Mambembe - O Cinema Descobre o Brasil,Cine Mambembe - O Cinema Descobre o Brasil,0,1999,\N,56,Documentary,1999,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cine mambembe  o cinema descobre o brasil
1194,94598,tt0230830,movie,Sunrising,Sunrising,0,2000,\N,\N,"Drama,Mystery",2000,"['Drama', 'Mystery']",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,sunrising
1357,97848,tt0243381,movie,Leonardo Pareja,Leonardo Pareja,0,1996,\N,117,Documentary,1996,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,leonardo pareja
1374,99479,tt0249844,movie,Amazonas River,No Rio Amazonas,0,1996,\N,77,Documentary,1996,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,no rio amazonas
1642,103040,tt0261971,movie,Saudade Do Futuro,Saudade do Futuro,0,2000,\N,92,"Documentary,Music",2000,"['Documentary', 'Music']",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,saudade do futuro
1665,103876,tt0264029,movie,O Sonho de Rose - 10 Anos Depois,O Sonho de Rose - 10 Anos Depois,0,2000,\N,92,Documentary,2000,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,o sonho de rose  10 anos depois
1693,105672,tt0270188,movie,Adágio ao Sol,Adágio ao Sol,0,1996,\N,100,Drama,1996,['Drama'],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,adagio ao sol
1710,106387,tt0272558,movie,Contos de Horror,Contos de Horror,0,1997,\N,75,Horror,1997,['Horror'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,contos de horror
1764,107598,tt0277129,movie,Mangueira - Amor à Primeira Vista,Mangueira - Amor à Primeira Vista,0,1997,\N,100,Drama,1997,['Drama'],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,mangueira  amor a primeira vista
1767,107662,tt0277414,movie,Urbania,Urbania,0,2001,\N,70,Drama,2001,['Drama'],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,urbania
1768,107717,tt0277664,movie,De Cara Limpa,De Cara Limpa,0,2000,\N,96,Comedy,2000,['Comedy'],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,de cara limpa
1770,107878,tt0278300,movie,Amor Que Fica,Amor Que Fica,0,1999,\N,101,Drama,1999,['Drama'],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,amor que fica
1771,107912,tt0278396,movie,Coffin Joe: The Strange World of José Mojica Marins,Maldito - O Estranho Mundo de José Mojica Marins,0,2001,\N,65,Documentary,2001,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,maldito  o estranho mundo de jose mojica marins
1814,108911,tt0281616,movie,Atlântico Negro - Na Rota dos Orixás,Atlântico Negro - Na Rota dos Orixás,0,1998,\N,54,Documentary,1998,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,atlantico negro  na rota dos orixas
1815,108922,tt0281679,movie,Brasileirinhas 2001,Brasileirinhas 2001,0,2001,\N,85,Documentary,2001,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,brasileirinhas 2001
1821,109407,tt0283385,movie,Hit Them Hard!: The Brazilian Fighter Squadron in World War II,Hit Them Hard!: The Brazilian Fighter Squadron in World War II,0,2001,\N,112,Documentary,2001,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hit them hard! the brazilian fighter squadron in world war ii
1831,110164,tt0286410,movie,3 Histórias da Bahia,3 Histórias da Bahia,0,2001,\N,\N,"Comedy,Drama",2001,"['Comedy', 'Drama']",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3 historias da bahia
1843,111773,tt0291611,movie,O Esôfago da Mesopotâmia,O Esôfago da Mesopotâmia,0,1998,\N,\N,Fantasy,1998,['Fantasy'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,o esofago da mesopotamia
1848,112247,tt0293470,movie,Olhos de Vampa,Olhos de Vampa,0,1996,\N,74,"Crime,Thriller",1996,"['Crime', 'Thriller']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,olhos de vampa
1853,112951,tt0296108,movie,News from a Personal War,Notícias de uma Guerra Particular,0,1999,\N,57,Documentary,1999,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,noticias de uma guerra particular
1865,113181,tt0297362,movie,Rio de Cinemas,Rio de Cinemas,0,2001,\N,60,Documentary,2001,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,rio de cinemas
1869,113328,tt0298079,movie,Denying Brazil,A Negação do Brasil,0,2000,\N,92,Documentary,2000,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,a negacao do brasil
1872,113649,tt0299646,movie,Carrego Comigo,Carrego Comigo,0,2000,\N,70,Documentary,2000,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,carrego comigo
1875,113774,tt0300269,movie,Ninfetas Diabólicas,Ninfetas Diabólicas,0,1999,\N,\N,Fantasy,1999,['Fantasy'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ninfetas diabolicas
1877,113811,tt0300460,movie,Se a Minha Bunda Falasse,Se a Minha Bunda Falasse,0,1999,\N,\N,"Action,Comedy",1999,"['Action', 'Comedy']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,se a minha bunda falasse
1878,114037,tt0301607,movie,Mater Dei,Mater Dei,0,2000,\N,83,Thriller,2000,['Thriller'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,mater dei
1884,114672,tt0305170,movie,In Cane for Life,A Vida em Cana,0,2002,\N,68,Documentary,2002,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,a vida em cana
1888,115267,tt0307680,movie,X-Kids,Os Xeretas,0,2001,\N,90,"Adventure,Family",2001,"['Adventure', 'Family']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,os xeretas
1896,115750,tt0309557,movie,Eldorado - Lituanos no Brasil,Eldorado - Lituanos no Brasil,0,2002,\N,68,Documentary,2002,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,eldorado  lituanos no brasil
1897,115803,tt0309719,movie,Irmãos de Navio,Irmãos de Navio,0,1996,\N,58,Documentary,1996,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,irmaos de navio
1898,115856,tt0309857,movie,O Menino da Mangueira,O Menino da Mangueira,0,1995,\N,\N,Documentary,1995,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,o menino da mangueira
1900,116033,tt0310561,movie,336 PEK,336 PEK,0,2000,\N,59,Drama,2000,['Drama'],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,336 pek
1902,116055,tt0310650,movie,Antônio Dias: O País Inventado,Antônio Dias: O País Inventado,0,2001,\N,\N,Documentary,2001,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,antonio dias o pais inventado
1916,117031,tt0314154,movie,Harmonia,Harmonia,0,2000,\N,91,"Documentary,Musical",2000,"['Documentary', 'Musical']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,harmonia
1917,117117,tt0314444,movie,Noites do Norte Ao Vivo,Noites do Norte Ao Vivo,0,2002,\N,120,Documentary,2002,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,noites do norte ao vivo
1921,117362,tt0315376,movie,The Champagne Club,The Champagne Club,0,2002,\N,87,Horror,2002,['Horror'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,the champagne club
1927,118008,tt0317896,movie,Mapas Urbanos 2 - Recife dos Poetas e Compositores,Mapas Urbanos 2 - Recife dos Poetas e Compositores,0,2001,\N,75,Documentary,2001,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,mapas urbanos 2  recife dos poetas e compositores
1931,118615,tt0320415,movie,O Santo Mágico,O Santo Mágico,0,2002,\N,\N,Drama,2002,['Drama'],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,o santo magico
1938,119052,tt0323168,movie,"Maestres do Mamulengo, o el Teatro do Riso","Maestres do Mamulengo, o el Teatro do Riso",0,2001,\N,\N,Documentary,2001,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,maestres do mamulengo o el teatro do riso
1939,119115,tt0323526,movie,Oswaldo Cruz na Amazônia,Oswaldo Cruz na Amazônia,0,2002,\N,52,Documentary,2002,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,oswaldo cruz na amazonia
1943,119375,tt0325190,movie,The Old Soldier's Ballad,A Cobra Fumou,0,2002,\N,94,Documentary,2002,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,a cobra fumou
1954,119771,tt0327991,movie,"Joana e Marcelo, Amor (Quase) Perfeito","Joana e Marcelo, Amor (Quase) Perfeito",0,2002,\N,103,"Comedy,Romance",2002,"['Comedy', 'Romance']",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,joana e marcelo amor (quase) perfeito
1964,120317,tt0330910,movie,Soluços e Soluções,Soluços e Soluções,0,2000,\N,90,Drama,2000,['Drama'],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,solucos e solucoes
1982,121192,tt0335054,movie,Two Lost in a Dirty Night,2 Perdidos numa Noite Suja,0,2002,\N,100,Drama,2002,['Drama'],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2 perdidos numa noite suja
2001,121610,tt0337513,movie,Zico,Zico,0,2002,\N,84,Documentary,2002,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,zico
2013,122150,tt0340048,movie,Chão de Estrelas,Chão de Estrelas,0,2002,\N,90,Documentary,2002,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,chao de estrelas
2036,124076,tt0348232,movie,Tortura Selvagem - A Grade,Tortura Selvagem - A Grade,0,2001,\N,75,Action,2001,['Action'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,tortura selvagem  a grade
2037,124254,tt0349054,movie,35: O Assalto ao Poder,35: O Assalto ao Poder,0,2002,\N,98,Documentary,2002,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35 o assalto ao poder
2072,127757,tt0360934,movie,Rogério Duprat - Vida de Músico,Rogério Duprat - Vida de Músico,0,2002,\N,53,Documentary,2002,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,rogerio duprat  vida de musico
2079,129395,tt0368567,movie,"Aleijadinho - Paixão, Glória e Suplício","Aleijadinho - Paixão, Glória e Suplício",0,2000,\N,100,Drama,2000,['Drama'],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,aleijadinho  paixao gloria e suplicio
2098,132400,tt0379449,movie,O Preço da Paz,O Preço da Paz,0,2003,\N,103,Drama,2003,['Drama'],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,o preco da paz
2106,133285,tt0382693,movie,Festive Land: Carnaval in Bahia,Festive Land: Carnaval in Bahia,0,2001,\N,47,Documentary,2001,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,festive land carnaval in bahia
2107,133349,tt0382857,movie,Morte Densa,Morte Densa,0,2003,\N,55,Documentary,2003,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,morte densa
2111,133725,tt0384590,movie,Tempo de Resistência,Tempo de Resistência,0,2003,\N,110,Documentary,2003,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,tempo de resistencia
2112,133741,tt0384654,movie,Vida E Obra de Ramiro Miguez,Vida E Obra de Ramiro Miguez,0,2000,\N,80,Drama,2000,['Drama'],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,vida e obra de ramiro miguez
2114,133842,tt0385155,movie,Pastinha! Uma Vida Pela Capoeira,Pastinha! Uma Vida Pela Capoeira,0,1998,\N,52,Documentary,1998,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pastinha! uma vida pela capoeira
2116,134173,tt0386629,movie,Don't Cross Me,Me Erra!,0,2002,\N,70,Documentary,2002,['Documentary'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,me erra
2118,134362,tt0387466,movie,Onde os Poetas Morrem Primeiro,Onde os Poetas Morrem Primeiro,0,2001,\N,\N,Comedy,2001,['Comedy'],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,onde os poetas morrem primeiro
2120,134451,tt0387937,movie,Cipriano,Cipriano,0,2001,\N,\N,Drama,2001,['Drama'],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cipriano
2133,135928,tt0396131,movie,A Morte da Mulata,A Morte da Mulata,0,2001,\N,104,Comedy,2001,['Comedy'],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,a morte da mulata
